Code zone,Code Produit,Code ann√©e,Emission indirecte de NO2
107,5063,2015,0.8552
107,5063,2016,0.8803
107,5063,2017,0.8932
107,5063,2018,0.8984
107,5063,2019,0.9132
107,5064,2015,0.159
107,5064,2016,0.1521
107,5064,2017,0.1571
107,5064,2018,0.1518
107,5064,2019,0.1461
98,5061,2015,0.4465
98,5061,2016,0.3693
98,5061,2017,0.5026
98,5061,2018,0.5078
98,5061,2019,0.4599
98,5062,2015,0.2108
98,5062,2016,0.2102
98,5062,2017,0.2101
98,5062,2018,0.2006
98,5062,2019,0.204
98,5063,2015,0.1188
98,5063,2016,0.1218
98,5063,2017,0.1243
98,5063,2018,0.1202
98,5063,2019,0.1229
98,5064,2015,0.1045
98,5064,2016,0.1295
98,5064,2017,0.0997
98,5064,2018,0.1168
98,5064,2019,0.1257
49,5061,2015,0.4401
49,5061,2016,0.325
49,5061,2017,0.3468
49,5061,2018,0.2732
49,5061,2019,0.315
49,5062,2015,0.3152
49,5062,2016,0.3272
49,5062,2017,0.3241
49,5062,2018,0.3469
49,5062,2019,0.3515
49,5063,2015,1.5299
49,5063,2016,1.5477
49,5063,2017,1.5042
49,5063,2018,1.4909999999999999
49,5063,2019,1.485
49,5064,2015,0.0369
49,5064,2016,0.0436
49,5064,2017,0.0378
49,5064,2018,0.040999999999999995
49,5064,2019,0.036000000000000004
54,5061,2015,1.1494
54,5061,2016,1.1651
54,5061,2017,1.1203
54,5061,2018,0.9802
54,5061,2019,1.0885
54,5062,2015,1.0984
54,5062,2016,1.0969
54,5062,2017,1.0987
54,5062,2018,1.1091
54,5062,2019,1.1144
54,5063,2015,0.2128
54,5063,2016,0.2138
54,5063,2017,0.2121
54,5063,2018,0.2082
54,5063,2019,0.2042
54,5064,2015,0.42
54,5064,2016,0.3865
54,5064,2017,0.4209
54,5064,2018,0.2982
54,5064,2019,0.4011
72,5062,2015,0.0042
72,5062,2016,0.0042
72,5062,2017,0.0042
72,5062,2018,0.0042
72,5062,2019,0.0042
72,5063,2015,0.1864
72,5063,2016,0.1857
72,5063,2017,0.1856
72,5063,2018,0.1857
72,5063,2019,0.1857
72,5064,2015,0.0002
72,5064,2016,0.0002
72,5064,2017,0.0002
72,5064,2018,0.0002
72,5064,2019,0.0002
55,5061,2015,0.0016
55,5061,2016,0.0005
55,5061,2017,0.0005
55,5061,2018,0.0003
55,5061,2019,0.0004
55,5062,2015,0.0025
55,5062,2016,0.0025
55,5062,2017,0.0025
55,5062,2018,0.0025
55,5062,2019,0.0026
55,5063,2015,0.0048
55,5063,2016,0.0048
55,5063,2017,0.0048
55,5063,2018,0.0048
55,5063,2019,0.0049
55,5064,2015,0.0
55,5064,2016,0.0
55,5064,2017,0.0
55,5064,2018,0.0
55,5064,2019,0.0
59,5061,2015,6.2333
59,5061,2016,6.5377
59,5061,2017,6.7052
59,5061,2018,6.7052
59,5061,2019,6.6493
59,5062,2015,0.2188
59,5062,2016,0.2209
59,5062,2017,0.2114
59,5062,2018,0.2106
59,5062,2019,0.2193
59,5063,2015,3.9574
59,5063,2016,3.9563
59,5063,2017,3.722
59,5063,2018,3.6016
59,5063,2019,3.7496
59,5064,2015,0.8748
59,5064,2016,0.8743
59,5064,2017,0.8502
59,5064,2018,0.6876
59,5064,2019,0.9107
60,5061,2015,0.2967
60,5061,2016,0.2674
60,5061,2017,0.3077
60,5061,2018,0.2802
60,5061,2019,0.2851
60,5062,2015,0.0986
60,5062,2016,0.0939
60,5062,2017,0.1042
60,5062,2018,0.0941
60,5062,2019,0.0889
60,5063,2015,0.2999
60,5063,2016,0.284
60,5063,2017,0.2663
60,5063,2018,0.2602
60,5063,2019,0.255
60,5064,2015,0.0352
60,5064,2016,0.0418
60,5064,2017,0.0386
60,5064,2018,0.0328
60,5064,2019,0.0394
225,5061,2015,0.0774
225,5061,2016,0.0774
225,5061,2017,0.0774
225,5061,2018,0.0774
225,5061,2019,0.0774
225,5062,2015,0.0188
225,5062,2016,0.0198
225,5062,2017,0.0198
225,5062,2018,0.0202
225,5062,2019,0.0206
225,5063,2015,0.5773
225,5063,2016,0.5837
225,5063,2017,0.5961
225,5063,2018,0.6039
225,5063,2019,0.6151
225,5064,2015,0.0001
225,5064,2016,0.0002
225,5064,2017,0.0005
225,5064,2018,0.0002
225,5064,2019,0.0002
58,5061,2015,0.7079
58,5061,2016,0.8756
58,5061,2017,0.9263
58,5061,2018,1.0542
58,5061,2019,0.9521
58,5062,2015,0.597
58,5062,2016,0.5557
58,5062,2017,0.5451
58,5062,2018,0.5514
58,5062,2019,0.5836
58,5063,2015,1.3019
58,5063,2016,1.294
58,5063,2017,1.3062
58,5063,2018,1.2603
58,5063,2019,1.3279
58,5064,2015,0.1341
58,5064,2016,0.1092
58,5064,2017,0.1053
58,5064,2018,0.1042
58,5064,2019,0.0987
178,5061,2015,0.0082
178,5061,2016,0.0098
178,5061,2017,0.0091
178,5061,2018,0.0237
178,5061,2019,0.0142
178,5062,2015,0.0404
178,5062,2016,0.0408
178,5062,2017,0.0407
178,5062,2018,0.0408
178,5062,2019,0.0409
178,5063,2015,1.0596
178,5063,2016,1.073
178,5063,2017,1.0712
178,5063,2018,1.0752
178,5063,2019,1.0793
178,5064,2015,0.02
178,5064,2016,0.02
178,5064,2017,0.0201
178,5064,2018,0.0201
178,5064,2019,0.0201
203,5061,2015,5.455
203,5061,2016,5.016
203,5061,2017,5.5122
203,5061,2018,5.2782
203,5061,2019,5.2688
203,5062,2015,3.3874
203,5062,2016,3.4349
203,5062,2017,3.4930000000000003
203,5062,2018,3.1477
203,5062,2019,3.1807
203,5063,2015,2.5885
203,5063,2016,2.5546
203,5063,2017,2.5697
203,5063,2018,2.4879
203,5063,2019,2.4526
203,5064,2015,0.8184
203,5064,2016,0.9706
203,5064,2017,0.6941
203,5064,2018,1.0055
203,5064,2019,0.8252
63,5061,2015,0.1853
63,5061,2016,0.1858
63,5061,2017,0.1907
63,5061,2018,0.1985
63,5061,2019,0.1917
63,5062,2015,0.0912
63,5062,2016,0.0813
63,5062,2017,0.0834
63,5062,2018,0.0825
63,5062,2019,0.0833
63,5063,2015,0.0413
63,5063,2016,0.0391
63,5063,2017,0.039
63,5063,2018,0.0384
63,5063,2019,0.0384
63,5064,2015,0.0657
63,5064,2016,0.043
63,5064,2017,0.0572
63,5064,2018,0.0415
63,5064,2019,0.0681
209,5062,2015,0.0124
209,5062,2016,0.0125
209,5062,2017,0.0126
209,5062,2018,0.0126
209,5062,2019,0.0126
209,5063,2015,0.2084
209,5063,2016,0.2077
209,5063,2017,0.2096
209,5063,2018,0.2099
209,5063,2019,0.2103
209,5064,2015,0.0037
209,5064,2016,0.0018
209,5064,2017,0.0038
209,5064,2018,0.0049
209,5064,2019,0.0042
231,5061,2015,60.0968
231,5061,2016,59.783
231,5061,2017,60.1238
231,5061,2018,59.4699
231,5061,2019,59.7922
231,5062,2015,15.9459
231,5062,2016,16.1973
231,5062,2017,16.3562
231,5062,2018,16.3884
231,5062,2019,16.3877
231,5063,2015,22.8022
231,5063,2016,23.5253
231,5063,2017,23.9388
231,5063,2018,24.1074
231,5063,2019,24.2573
231,5064,2015,18.0584
231,5064,2016,20.3709
231,5064,2017,18.5673
231,5064,2018,18.6076
231,5064,2019,17.1683
238,5061,2015,1.2493
238,5061,2016,1.775
238,5061,2017,1.9235
238,5061,2018,2.1457
238,5061,2019,1.9481
238,5062,2015,0.7689
238,5062,2016,0.7966
238,5062,2017,0.8097
238,5062,2018,0.7202
238,5062,2019,0.7293
238,5063,2015,23.2421
238,5063,2016,23.9986
238,5063,2017,24.6164
238,5063,2018,24.9342
238,5063,2019,25.2571
238,5064,2015,0.8612
238,5064,2016,0.8791
238,5064,2017,0.927
238,5064,2018,0.8861
238,5064,2019,0.9245
185,5061,2015,6.4525
185,5061,2016,7.3809
185,5061,2017,7.7261
185,5061,2018,7.8753
185,5061,2019,7.6608
185,5062,2015,7.723
185,5062,2016,7.7262
185,5062,2017,7.7162
185,5062,2018,7.7506
185,5062,2019,7.6844
185,5063,2015,3.7691
185,5063,2016,3.6860000000000004
185,5063,2017,3.6638
185,5063,2018,3.6343
185,5063,2019,3.5352
185,5064,2015,4.9475
185,5064,2016,5.4665
185,5064,2017,6.0507
185,5064,2018,5.2398
185,5064,2019,5.556
66,5061,2015,0.0298
66,5061,2016,0.0216
66,5061,2017,0.0259
66,5061,2018,0.0153
66,5061,2019,0.0209
66,5062,2015,0.0221
66,5062,2016,0.0221
66,5062,2017,0.023
66,5062,2018,0.0233
66,5062,2019,0.0243
66,5063,2015,0.0636
66,5063,2016,0.0638
66,5063,2017,0.0699
66,5063,2018,0.0715
66,5063,2019,0.0813
66,5064,2015,0.0004
66,5064,2016,0.0005
66,5064,2017,0.0005
66,5064,2018,0.0004
66,5064,2019,0.0003
67,5061,2015,0.7328
67,5061,2016,0.7054
67,5061,2017,0.7096
67,5061,2018,0.7068
67,5061,2019,0.7073
67,5062,2015,0.3102
67,5062,2016,0.3095
67,5062,2017,0.3012
67,5062,2018,0.2903
67,5062,2019,0.2873
67,5063,2015,0.1398
67,5063,2016,0.1392
67,5063,2017,0.1374
67,5063,2018,0.1333
67,5063,2019,0.1303
67,5064,2015,0.1559
67,5064,2016,0.1503
67,5064,2017,0.1425
67,5064,2018,0.1193
67,5064,2019,0.1654
68,5061,2015,11.4392
68,5061,2016,11.1935
68,5061,2017,11.4087
68,5061,2018,11.4823
68,5061,2019,11.3615
68,5062,2015,5.9676
68,5062,2016,5.898
68,5062,2017,5.8256
68,5062,2018,5.7746
68,5062,2019,5.6638
68,5063,2015,3.0957
68,5063,2016,3.0864
68,5063,2017,3.0274
68,5063,2018,3.0041
68,5063,2019,2.9451
68,5064,2015,2.8463
68,5064,2016,2.1374
68,5064,2017,2.6736
68,5064,2018,2.4351
68,5064,2019,2.7648
74,5061,2015,0.0198
74,5061,2016,0.0187
74,5061,2017,0.0396
74,5061,2018,0.0317
74,5061,2019,0.03
74,5062,2015,0.0235
74,5062,2016,0.0236
74,5062,2017,0.0236
74,5062,2018,0.0236
74,5062,2019,0.0236
74,5063,2015,0.046
74,5063,2016,0.0451
74,5063,2017,0.0455
74,5063,2018,0.0456
74,5063,2019,0.046
74,5064,2015,0.002
74,5064,2016,0.002
74,5064,2017,0.002
74,5064,2018,0.0021
74,5064,2019,0.0021
75,5061,2015,0.0007
75,5061,2016,0.0007
75,5061,2017,0.0002
75,5061,2018,0.0102
75,5061,2019,0.0037
75,5062,2015,0.0065
75,5062,2016,0.0064
75,5062,2017,0.0066
75,5062,2018,0.0067
75,5062,2019,0.0068
75,5063,2015,0.1852
75,5063,2016,0.1745
75,5063,2017,0.1766
75,5063,2018,0.1778
75,5063,2019,0.1774
75,5064,2015,0.0142
75,5064,2016,0.0118
75,5064,2017,0.0104
75,5064,2018,0.0078
75,5064,2019,0.0095
73,5061,2015,0.2548
73,5061,2016,0.2605
73,5061,2017,0.2028
73,5061,2018,0.2114
73,5061,2019,0.2249
73,5062,2015,0.0403
73,5062,2016,0.040999999999999995
73,5062,2017,0.0378
73,5062,2018,0.0384
73,5062,2019,0.0387
73,5063,2015,0.4595
73,5063,2016,0.4641
73,5063,2017,0.4538
73,5063,2018,0.4322
73,5063,2019,0.4172
73,5064,2015,0.0172
73,5064,2016,0.019
73,5064,2017,0.0143
73,5064,2018,0.0167
73,5064,2019,0.0162
81,5061,2015,0.2191
81,5061,2016,0.2191
81,5061,2017,0.4188
81,5061,2018,0.2819
81,5061,2019,0.3066
81,5062,2015,0.1424
81,5062,2016,0.1498
81,5062,2017,0.1561
81,5062,2018,0.1583
81,5062,2019,0.1608
81,5063,2015,1.6196
81,5063,2016,1.7023
81,5063,2017,1.7884
81,5063,2018,1.8556
81,5063,2019,1.9268
81,5064,2015,0.1285
81,5064,2016,0.1282
81,5064,2017,0.1413
81,5064,2018,0.1609
81,5064,2019,0.1846
84,5061,2015,0.8399
84,5061,2016,0.8842
84,5061,2017,0.9281
84,5061,2018,0.9164
84,5061,2019,0.9096
84,5062,2015,0.4009
84,5062,2016,0.3993
84,5062,2017,0.4072
84,5062,2018,0.38299999999999995
84,5062,2019,0.3756
84,5063,2015,1.3181
84,5063,2016,1.2942
84,5063,2017,1.3084
84,5063,2018,1.2202
84,5063,2019,1.2131
84,5064,2015,0.1621
84,5064,2016,0.15
84,5064,2017,0.1385
84,5064,2018,0.1156
84,5064,2019,0.1123
86,5062,2015,0.0009
86,5062,2016,0.0009
86,5062,2017,0.0009
86,5062,2018,0.0009
86,5062,2019,0.0009
86,5063,2015,0.0034
86,5063,2016,0.0034
86,5063,2017,0.0034
86,5063,2018,0.0034
86,5063,2019,0.0034
86,5064,2015,0.0
86,5064,2016,0.0
86,5064,2017,0.0
86,5064,2018,0.0
86,5064,2019,0.0
87,5062,2015,0.0025
87,5062,2016,0.0022
87,5062,2017,0.0021
87,5062,2018,0.0021
87,5062,2019,0.002
87,5063,2015,0.0219
87,5063,2016,0.0217
87,5063,2017,0.0214
87,5063,2018,0.0213
87,5063,2019,0.0212
88,5064,2015,0.0
88,5064,2016,0.0
88,5064,2017,0.0
88,5064,2018,0.0
88,5064,2019,0.0
89,5061,2015,0.9277
89,5061,2016,0.8544
89,5061,2017,0.8896
89,5061,2018,0.8828
89,5061,2019,0.8756
89,5062,2015,0.4856
89,5062,2016,0.4933
89,5062,2017,0.4955
89,5062,2018,0.5104
89,5062,2019,0.5128
89,5063,2015,1.0558
89,5063,2016,1.0811
89,5063,2017,1.1026
89,5063,2018,1.1203
89,5063,2019,1.1444
89,5064,2015,0.0822
89,5064,2016,0.0837
89,5064,2017,0.0857
89,5064,2018,0.0868
89,5064,2019,0.0834
90,5061,2015,0.0123
90,5061,2016,0.0326
90,5061,2017,0.1195
90,5061,2018,0.0483
90,5061,2019,0.0668
90,5062,2015,0.0844
90,5062,2016,0.0889
90,5062,2017,0.091
90,5062,2018,0.0986
90,5062,2019,0.10400000000000001
90,5063,2015,2.2132
90,5063,2016,2.3394
90,5063,2017,2.465
90,5063,2018,2.6139
90,5063,2019,2.764
90,5064,2015,0.2116
90,5064,2016,0.2136
90,5064,2017,0.2254
90,5064,2018,0.2338
90,5064,2019,0.247
61,5062,2015,0.001
61,5062,2016,0.001
61,5062,2017,0.001
61,5062,2018,0.001
61,5062,2019,0.001
61,5063,2015,0.0065
61,5063,2016,0.0065
61,5063,2017,0.0065
61,5063,2018,0.0065
61,5063,2019,0.0066
175,5062,2015,0.0528
175,5062,2016,0.0502
175,5062,2017,0.0499
175,5062,2018,0.0497
175,5062,2019,0.0497
175,5063,2015,0.3027
175,5063,2016,0.3174
175,5063,2017,0.3231
175,5063,2018,0.3295
175,5063,2019,0.3358
175,5064,2015,0.0139
175,5064,2016,0.015
175,5064,2017,0.0138
175,5064,2018,0.0147
175,5064,2019,0.0156
91,5061,2015,0.08800000000000001
91,5061,2016,0.0568
91,5061,2017,0.0023
91,5061,2018,0.1012
91,5061,2019,0.0534
91,5062,2015,0.0456
91,5062,2016,0.0485
91,5062,2017,0.0494
91,5062,2018,0.0504
91,5062,2019,0.0514
91,5063,2015,0.0711
91,5063,2016,0.0701
91,5063,2017,0.071
91,5063,2018,0.0714
91,5063,2019,0.0721
91,5064,2015,0.0319
91,5064,2016,0.0249
91,5064,2017,0.028999999999999998
91,5064,2018,0.0378
91,5064,2019,0.0428
69,5062,2015,0.0009
69,5062,2016,0.0009
69,5062,2017,0.0009
69,5062,2018,0.0009
69,5062,2019,0.0009
69,5063,2015,0.0055
69,5063,2016,0.0057
69,5063,2017,0.0056
69,5063,2018,0.0055
69,5063,2019,0.0054
69,5064,2015,0.0002
69,5064,2016,0.0002
69,5064,2017,0.0002
69,5064,2018,0.0002
69,5064,2019,0.0002
93,5062,2015,0.1553
93,5062,2016,0.1576
93,5062,2017,0.157
93,5062,2018,0.157
93,5062,2019,0.1573
93,5063,2015,0.7897
93,5063,2016,0.8247
93,5063,2017,0.8202
93,5063,2018,0.8145
93,5063,2019,0.8164
93,5064,2015,0.0336
93,5064,2016,0.0346
93,5064,2017,0.0343
93,5064,2018,0.035
93,5064,2019,0.0347
95,5061,2015,0.3849
95,5061,2016,0.4907
95,5061,2017,0.563
95,5061,2018,0.5627
95,5061,2019,0.5388
95,5062,2015,0.2328
95,5062,2016,0.2342
95,5062,2017,0.2344
95,5062,2018,0.2356
95,5062,2019,0.2369
95,5063,2015,0.8065
95,5063,2016,0.8166
95,5063,2017,0.8222
95,5063,2018,0.8282
95,5063,2019,0.8342
95,5064,2015,0.0326
95,5064,2016,0.0324
95,5064,2017,0.0343
95,5064,2018,0.0358
95,5064,2019,0.0316
97,5061,2015,1.7302
97,5061,2016,1.7742
97,5061,2017,1.9138
97,5061,2018,2.1634
97,5061,2019,1.9505
97,5062,2015,0.5331
97,5062,2016,0.541
97,5062,2017,0.5317
97,5062,2018,0.5399
97,5062,2019,0.5308
97,5063,2015,0.1749
97,5063,2016,0.1766
97,5063,2017,0.174
97,5063,2018,0.1722
97,5063,2019,0.1698
97,5064,2015,0.5064
97,5064,2016,0.5770000000000001
97,5064,2017,0.5013
97,5064,2018,0.5207
97,5064,2019,0.5461
47,5061,2015,0.0001
47,5061,2016,0.0002
47,5061,2017,0.0001
47,5061,2018,0.0001
47,5061,2019,0.0001
47,5062,2015,0.0014
47,5062,2016,0.0011
47,5062,2017,0.0009
47,5062,2018,0.0008
47,5062,2019,0.0007
47,5063,2015,0.0002
47,5063,2016,0.0002
47,5063,2017,0.0002
47,5063,2018,0.0002
47,5063,2019,0.0002
64,5062,2015,0.0014
64,5062,2016,0.0013
64,5062,2017,0.0013
64,5062,2018,0.0013
64,5062,2019,0.0013
64,5063,2015,0.0066
64,5063,2016,0.0063
64,5063,2017,0.0064
64,5063,2018,0.0064
64,5063,2019,0.0064
64,5064,2015,0.0
64,5064,2016,0.0
64,5064,2017,0.0
64,5064,2018,0.0
64,5064,2019,0.0
25,5062,2015,0.0034
25,5062,2016,0.0034
25,5062,2017,0.0034
25,5062,2018,0.0034
25,5062,2019,0.0034
25,5063,2015,0.0056
25,5063,2016,0.0057
25,5063,2017,0.0058
25,5063,2018,0.0058
25,5063,2019,0.0059
25,5064,2015,0.0002
25,5064,2016,0.0002
25,5064,2017,0.0002
25,5064,2018,0.0002
25,5064,2019,0.0002
100,5061,2015,88.7228
100,5061,2016,85.4701
100,5061,2017,86.6069
100,5061,2018,90.0297
100,5061,2019,87.3689
100,5062,2015,14.8833
100,5062,2016,15.0184
100,5062,2017,15.1586
100,5062,2018,15.3224
100,5062,2019,15.3553
100,5063,2015,44.7804
100,5063,2016,45.3686
100,5063,2017,45.9324
100,5063,2018,46.544
100,5063,2019,47.1262
100,5064,2015,14.3021
100,5064,2016,14.9591
100,5064,2017,15.5023
100,5064,2018,15.6918
100,5064,2019,15.7621
101,5061,2015,14.395
101,5061,2016,15.1377
101,5061,2017,15.0762
101,5061,2018,16.5323
101,5061,2019,15.5821
101,5062,2015,4.6968
101,5062,2016,4.89
101,5062,2017,6.8660000000000005
101,5062,2018,7.1362
101,5062,2019,7.268
101,5063,2015,7.621
101,5063,2016,7.6379
101,5063,2017,9.3869
101,5063,2018,9.5939
101,5063,2019,9.8372
101,5064,2015,3.089
101,5064,2016,3.1467
101,5064,2017,3.2976
101,5064,2018,3.3488
101,5064,2019,3.1813
102,5061,2015,2.8807
102,5061,2016,2.8851
102,5061,2017,2.8851
102,5061,2018,2.8851
102,5061,2019,2.8851
102,5062,2015,2.1316
102,5062,2016,2.2446
102,5062,2017,2.2159
102,5062,2018,2.2541
102,5062,2019,2.3079
102,5063,2015,6.2432
102,5063,2016,6.2371
102,5063,2017,6.0534
102,5063,2018,6.0647
102,5063,2019,6.1512
102,5064,2015,0.8876
102,5064,2016,1.0573
102,5064,2017,0.892
102,5064,2018,0.9675
102,5064,2019,1.1398
103,5061,2015,0.32299999999999995
103,5061,2016,0.5336
103,5061,2017,0.9241
103,5061,2018,0.9241
103,5061,2019,0.7939
103,5062,2015,0.0828
103,5062,2016,0.0843
103,5062,2017,0.0895
103,5062,2018,0.0946
103,5062,2019,0.0932
103,5063,2015,1.4187
103,5063,2016,1.4374
103,5063,2017,1.4657
103,5063,2018,1.4942
103,5063,2019,1.5069
103,5064,2015,0.1591
103,5064,2016,0.1806
103,5064,2017,0.1715
103,5064,2018,0.1196
103,5064,2019,0.3166
104,5061,2015,1.6465
104,5061,2016,1.5444
104,5061,2017,1.7581
104,5061,2018,2.0215
104,5061,2019,1.7747
104,5062,2015,1.6755
104,5062,2016,1.745
104,5062,2017,1.7752
104,5062,2018,1.5599
104,5062,2019,1.5674
104,5063,2015,1.2686
104,5063,2016,1.3031
104,5063,2017,1.3193
104,5063,2018,1.2242
104,5063,2019,1.2249
104,5064,2015,0.1088
104,5064,2016,0.0965
104,5064,2017,0.1
104,5064,2018,0.0744
104,5064,2019,0.0929
99,5061,2015,0.0581
99,5061,2016,0.0553
99,5061,2017,0.0667
99,5061,2018,0.06
99,5061,2019,0.0607
99,5062,2015,0.0283
99,5062,2016,0.0282
99,5062,2017,0.0282
99,5062,2018,0.0279
99,5062,2019,0.0275
99,5063,2015,0.0685
99,5063,2016,0.0675
99,5063,2017,0.0647
99,5063,2018,0.0632
99,5063,2019,0.0615
99,5064,2015,0.0003
99,5064,2016,0.0004
99,5064,2017,0.0004
99,5064,2018,0.0002
99,5064,2019,0.0004
105,5061,2015,0.2303
105,5061,2016,0.239
105,5061,2017,0.2564
105,5061,2018,0.2564
105,5061,2019,0.2506
105,5062,2015,0.0741
105,5062,2016,0.0706
105,5062,2017,0.0734
105,5062,2018,0.0715
105,5062,2019,0.0716
105,5063,2015,0.3404
105,5063,2016,0.3281
105,5063,2017,0.3352
105,5063,2018,0.34299999999999997
105,5063,2019,0.3492
105,5064,2015,0.0158
105,5064,2016,0.0138
105,5064,2017,0.0096
105,5064,2018,0.0089
105,5064,2019,0.0097
106,5061,2015,3.091
106,5061,2016,3.0782
106,5061,2017,3.0751
106,5061,2018,3.0751
106,5061,2019,3.0761
106,5062,2015,2.7299
106,5062,2016,2.7675
106,5062,2017,2.7871
106,5062,2018,2.101
106,5062,2019,2.0997
106,5063,2015,1.5259
106,5063,2016,1.5619999999999998
106,5063,2017,1.5487
106,5063,2018,1.5667
106,5063,2019,1.5645
106,5064,2015,0.7033
106,5064,2016,0.7251
106,5064,2017,0.655
106,5064,2018,0.6685
106,5064,2019,0.6524
109,5061,2015,0.0136
109,5061,2016,0.016
109,5061,2017,0.0192
109,5061,2018,0.0189
109,5061,2019,0.018000000000000002
109,5062,2015,0.0431
109,5062,2016,0.0435
109,5062,2017,0.0423
109,5062,2018,0.0427
109,5062,2019,0.0427
109,5063,2015,0.1137
109,5063,2016,0.1122
109,5063,2017,0.1118
109,5063,2018,0.1111
109,5063,2019,0.1106
109,5064,2015,0.0002
109,5064,2016,0.0002
109,5064,2017,0.0002
109,5064,2018,0.0002
109,5064,2019,0.0002
110,5061,2015,1.834
110,5061,2016,1.9422
110,5061,2017,1.9872
110,5061,2018,1.9872
110,5061,2019,1.9722
110,5062,2015,1.1059999999999999
110,5062,2016,1.1
