Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","83","Kiribati","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","117.606","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","118","Koweït","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4207.083","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","122","Lesotho","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2125.268","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","119","Lettonie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","1906.743","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","121","Liban","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","6855.713","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","123","Libéria","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4937.374","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","124","Libye","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","6777.452","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","125","Liechtenstein","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","38.019","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","126","Lituanie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2759.627","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","256","Luxembourg","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","615.729","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","154","Macédoine du Nord","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2083.459","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","129","Madagascar","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","26969.307","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","131","Malaisie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","31949.777","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","130","Malawi","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","18628.747","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","132","Maldives","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","530.953","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","133","Mali","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","19658.031","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","134","Malte","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","440.372","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","143","Maroc","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","36471.769","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","135","Martinique","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","375.554","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","137","Maurice","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","1269.668","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","136","Mauritanie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4525.696","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","270","Mayotte","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","266.15","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","138","Mexique","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","127575.529","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","145","Micronésie (États fédérés de)","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","113.815","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","140","Monaco","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","38.964","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","141","Mongolie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","3225.167","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","273","Monténégro","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","627.987","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","142","Montserrat","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4.989","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","144","Mozambique","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","30366.036","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","28","Myanmar","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","54045.42","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","147","Namibie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2494.53","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","148","Nauru","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","10.756","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","149","Népal","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","28608.71","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","157","Nicaragua","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","6545.502","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","158","Niger","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","23310.715","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","159","Nigéria","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","200963.599","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","160","Nioué","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","1.615","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","162","Norvège","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","5378.857","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","153","Nouvelle-Calédonie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","282.75","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","156","Nouvelle-Zélande","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4783.063","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","221","Oman","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4974.986","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","226","Ouganda","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","44269.594","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","235","Ouzbékistan","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","32981.716","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","165","Pakistan","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","216565.318","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","180","Palaos","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","18.008","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","299","Palestine","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4981.42","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","166","Panama","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4246.439","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","168","Papouasie-Nouvelle-Guinée","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","8776.109","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","169","Paraguay","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","7044.636","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","150","Pays-Bas","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","17097.13","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","170","Pérou","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","32510.453","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","171","Philippines","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","108116.615","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","173","Pologne","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","37887.768","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","70","Polynésie française","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","279.287","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","177","Porto Rico","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2933.408","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","174","Portugal","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","10226.187","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","179","Qatar","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2832.067","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","212","République arabe syrienne","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","17070.135","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","37","République centrafricaine","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4745.185","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","117","République de Corée","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","51225.308","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","146","République de Moldova","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4043.263","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","250","République démocratique du Congo","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","86790.567","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","120","République démocratique populaire lao","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","7169.455","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","56","République dominicaine","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","10738.958","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","116","République populaire démocratique de Corée","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","25666.161","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","215","République-Unie de Tanzanie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","58005.463","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","182","Réunion","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","888.927","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","183","Roumanie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","19364.557","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","67530.172","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","184","Rwanda","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","12626.95","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","205","Sahara occidental","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","582.463","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","282","Saint-Barthélemy","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","9.847","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","187","Sainte-Hélène, Ascension et Tristan da Cunha","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","6.059","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","189","Sainte-Lucie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","182.79","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","188","Saint-Kitts-et-Nevis","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","52.823","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","192","Saint-Marin","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","33.86","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","281","Saint-Martin (partie française)","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","38.002","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","190","Saint-Pierre-et-Miquelon","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","5.822","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","94","Saint-Siège","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","0.799","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","191","Saint-Vincent-et-les Grenadines","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","110.589","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","244","Samoa","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","197.097","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","5","Samoa américaines","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","55.312","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","193","Sao Tomé-et-Principe","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","215.056","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","195","Sénégal","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","16296.364","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","272","Serbie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","8772.235","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","196","Seychelles","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","97.739","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","197","Sierra Leone","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","7813.215","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","200","Singapour","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","5804.337","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","280","Sint Maarten  (partie néerlandaise)","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","42.388","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","199","Slovaquie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","5457.013","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","198","Slovénie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2078.654","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","201","Somalie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","15442.905","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","276","Soudan","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","42813.238","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","277","Soudan du Sud","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","11062.113","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","38","Sri Lanka","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","21323.733","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","210","Suède","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","10036.379","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","211","Suisse","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","8591.365","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","207","Suriname","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","581.372","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","208","Tadjikistan","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","9321.018","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","39","Tchad","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","15946.876","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","167","Tchéquie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","10689.209","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","216","Thaïlande","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","69625.582","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","176","Timor-Leste","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","1293.119","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","217","Togo","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","8082.366","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","218","Tokélaou","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","1.34","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","219","Tonga","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","104.494","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","220","Trinité-et-Tobago","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","1394.973","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","222","Tunisie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","11694.719","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","213","Turkménistan","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","5942.089","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","223","Turquie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","83429.615","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","227","Tuvalu","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","11.646","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","230","Ukraine","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","43993.638","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","234","Uruguay","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","3461.734","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","155","Vanuatu","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","299.882","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","236","Venezuela (République bolivarienne du)","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","28515.829","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","237","Viet Nam","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","96462.106","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","249","Yémen","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","29161.922","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","251","Zambie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","17861.03","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","181","Zimbabwe","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","14645.468","X","Sources internationales sûres",""
